Time;EMG1;EMG2;EMG3;EMG4;EMG1_F;EMG2_F;EMG3_F;EMG4_F;Note_R;Note_V;;Level 3;Joueur;Score;Notes hit;% Reussite R;Offset EMG1;Onset EMG1;% Reussite V;Offset EMG2;Onset EMG2
12;-23,44;-30,39;-14,07;-33,9;2,01;1,44;1,3;1,19;0;0;;;1;30500;166;78,78788;-16,36309;22,03668;88,88889;-26,59928;34,75784
37;-16,54;-27,67;-18,74;-33,16;1,87;1,36;1,34;1,31;0;0;;;2;16800;128;65,65656;-17,77725;50,83266;63,63636;-26,59928;53,55935
59;-17,81;-26,81;-15,78;-36,11;1,85;1,31;1,32;1,39;0;0;
78;-19,76;-25,2;-13,99;-35,25;2,06;1,32;1,27;1,42;0;0;
97;-20,61;-23,53;-17,84;-35,97;2,24;1,29;1,4;1,42;0;0;
120;-17,79;-29,53;-14,89;-35,05;2,18;1,33;1,54;1,42;0;0;
142;-16,18;-26,83;-16,15;-35,41;2,12;1,39;1,5;1,23;0;0;
162;-13,71;-28,18;-16,91;-35,98;2,24;1,46;1,45;1,14;0;0;
179;-13,71;-28,18;-16,91;-35,98;2,12;1,48;1,51;1,09;0;0;
195;-15,46;-25,42;-14,2;-36,26;2,09;1,68;1,57;1,08;0;0;
214;-15,98;-27,62;-19,2;-36,95;2,03;1,66;1,53;1,06;0;0;
231;-19,11;-23,14;-16,86;-33,93;2,17;1,67;1,47;1,28;0;0;
250;-15,81;-24,25;-18,59;-35,44;2,14;1,75;1,55;1,36;0;0;
268;-18,59;-27,49;-14,98;-36,58;1,95;1,79;1,73;1,32;0;0;
288;-16,79;-24,08;-17,01;-34,49;1,88;1,88;1,69;1,3;0;0;
305;-18,08;-26,69;-16,71;-38,13;1,64;1,79;1,6;1,3;0;0;
322;-14,55;-23,87;-14,92;-35,25;1,67;1,81;1,51;1,4;0;0;
340;-14,55;-23,87;-14,92;-35,25;1,64;1,73;1,5;1,41;0;0;
360;-17,41;-29,83;-15,3;-37,44;1,88;1,68;1,36;1,55;0;0;
379;-13,92;-25,1;-15,69;-33,41;1,72;1,62;1,4;1,61;0;0;
397;-17,9;-24,6;-16,57;-37,29;1,8;1,61;1,33;1,7;0;0;
416;-18,34;-25,14;-20,1;-35,36;2,03;1,53;1,36;1,51;0;0;
436;-14,48;-25,97;-14,22;-36,04;2,13;1,4;1,35;1,31;0;0;
453;-21,08;-29,19;-16,28;-33,15;2,12;1,38;1,17;1,23;0;0;
472;-14,49;-24,37;-15,23;-37,22;2,21;1,36;1,19;1,15;0;0;
493;-14,31;-28;-17,38;-37,69;2,46;1,3;1,24;1,22;0;0;
511;-18,02;-26,09;-11,78;-39,09;2,46;1,25;1,53;1,22;0;0;
529;-15,15;-27,57;-18,59;-36,6;2,3;1,24;1,65;1,36;0;0;
545;-21,22;-23,45;-11,83;-35,97;2,37;1,57;1,75;1,4;0;0;
565;-14,1;-25,3;-17,98;-38,56;2,55;1,6;1,86;1,36;0;0;
583;-14,48;-27,21;-16,25;-38,68;2,32;1,68;1,76;1,59;0;0;
600;-14,48;-27,21;-16,25;-38,68;2,2;1,71;1,63;1,5;0;0;
620;-15,64;-29,14;-14,56;-35,86;2,2;1,79;1,39;1,44;0;0;
637;-15,77;-20,84;-11,69;-36,81;2,43;1,79;1,32;1,3;0;0;
656;-15,88;-26;-18,77;-37,95;2,21;1,78;1,37;1,38;0;0;
675;-19,84;-25,6;-14,08;-32,65;2,24;1,85;1,56;1,46;0;0;
695;-18,21;-28,4;-18,11;-35,02;2,12;1,77;1,61;1,38;0;0;
713;-15,93;-24,54;-15,24;-34,1;2,4;1,78;1,63;1,45;0;0;
733;-19,49;-27,19;-15,98;-40,46;2,17;1,61;1,65;1,55;0;0;
752;-11,95;-25,91;-14,53;-36,09;1,97;1,29;1,54;1,79;0;0;
771;-18,86;-27,25;-15,15;-35,5;1,99;1,28;1,3;1,75;0;0;
789;-14,45;-25,95;-16,39;-37,92;2,17;1,32;1,35;1,79;0;0;
806;-20,65;-31,06;-19,63;-33,77;2,27;1,27;1,23;1,64;0;0;
825;-15,82;-28,05;-17,64;-36,46;2,25;1,28;1,23;1,49;0;0;
846;-14,47;-24;-16,09;-32,98;2,34;1,45;1,23;1,37;0;0;
864;-16,82;-23,16;-15,37;-37,94;2,35;1,73;1,36;1,33;0;0;
883;-20,67;-27,19;-19,02;-34,05;2,47;1,55;1,26;1,34;0;0;
901;-20,67;-27,19;-19,02;-34,05;2,18;1,46;1,19;1,23;0;0;
918;-21,11;-26,95;-13,45;-35,85;2,36;1,62;1,18;1,24;0;0;
937;-17,55;-27,41;-18,16;-36,69;2,43;1,68;1,13;1,32;0;0;
957;-18,34;-27,06;-15,43;-35,62;2,23;1,75;1,12;1,26;0;0;
976;-10,92;-28,21;-16,46;-35,41;2,25;1,58;1,12;1,22;0;0;
